anime_id,name,genre,type,episodes,rating,members
4298,Futari no Joe,"Shounen, Sports",OVA,6,6.37,461
8149,Gegege no Kitarou (1968 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.37,346
8533,hana no kage," Demons, Drama, Historical, Romance ",ONA,1,6.37/10,987 members
3175,Kaitei Choutokkyuu: Marine Express,"Action, Adventure, Comedy, Drama, Sci-Fi   ",Special,1,6.37,551
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",,Special,1,6.37,372
16149,Kick-Heart,"Comedy, Romance, Sports",Movie,1,6.37,8007
17791,Kyoto Animation: Ikitaku Naru Omise-hen, Sci-Fi ,Special,1 eps,6.37,2708
23897,LOVELY MOVIE: ITOSHI NO MUCO,Slice of Life,TV,20,6.37,503
28179,Miss Monochrome: The Animation - Manager,"Comedy, Music, Slice of Life",OVA,1,6.37,3808
32233,mitchirineko march,Music   ,Music,1,6.37,126
4614,Moero Arthur: Hakuba no Ouji," Adventure, Drama, Historical, Romance ",TV,22,6.37,267 members
9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,,6.37,1415
7108,SHIKABANE HIME: PUCHITTO,Comedy,Special,1,6.37/10,3377
835,Sister Princess: Re Pure,"Drama, Romance",TV,13,6.37,5782
2714,Sotsugyou: Graduation," Drama, School ",OVA,2,6.37,548
8042,Taishou Yakyuu Musume. Specials,"School, Sports   ",Special,2 eps,6.37,907
8011,time bokan series: gyakuten ippatsuman,"Action, Comedy, Mecha, Sci-Fi",TV,58,6.37,334
5344,TIME BOKAN SERIES: ITADAKIMAN,Mecha,TV,20,6.37,298
2103,TO-Y," Drama, Music, Shounen ",OVA,1,6.37,"1,275 members"
6276,Umezu Kazuo no Noroi,,OVA,1,6.37,2361
11699,Yurumates wa?,"Comedy, Seinen, Slice of Life",OVA,1,6.37,1747
25833,Zephyr,"Drama, Music   ",Special,1,6.37,1478
33964,91 DAYS RECAP," Action, Drama, Historical ",Special,1,6.35/10,9453
14007,"akai shouzou: char, soshite frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space",Special,,6.36,686
5098,Andersen Monogatari,"Drama, Fantasy, Kids",Movie,1 eps,6.36,364
1380,Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,6.36,7197
2885,Ganbare Goemon," Comedy, Shounen ",TV,23,6.36,713 members
20187,GENEI WO KAKERU TAIYOU: FUMIKOMENAI KOKORO,Magic   ,Special,1,6.36,4545
5652,Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,"Adventure, Sci-Fi",Special,2,6.36,1005
13215,Guskou Budori no Denki (2012),"Drama, Fantasy, Kids, Slice of Life",Movie,1,6.36,2936
2739,highschool aurabuster: hikari no mezame," Drama, Fantasy, Super Power ",OVA,3,6.36,347
3834,Hoshi no Ko Chobin,"Adventure, Sci-Fi",TV,26,6.36,231
10832,IKOKU MEIRO NO CROISÉE: YUNE &AMP; ALICE,"Historical, Seinen, Slice of Life",Special,7,6.36/10,3409
28713,Isuca: Gokuraku,"Comedy, Ecchi, Romance, Seinen, Supernatural   ",OVA,1 eps,6.36,9464
2609,Kakyuusei (1999),,TV,14,6.36,"1,578 members"
1777,Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural",Movie,,6.36,2552
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",TV,13,6.36,12622
19401,kuusou no sora tobu kikaitachi,Historical,Movie,1,6.36,651
10562,Machine Hayabusa," Action, Cars, Shounen, Sports ",TV,21,6.36,227
499,Makai Toshi Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural   ",OVA,1,6.36,7293
1832,Meiou Project Zeorymer,"Action, Drama, Mecha, Psychological, Sci-Fi",OVA,4,6.36,2504
9254,Mianhada Saranghanda,Drama,Movie,1,6.36,969
337,PSYCHIC ACADEMY," Comedy, Romance, Supernatural ",TV,24 eps,6.36/10,"7,751 members"
18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170
32308,rilu rilu fairilu: yousei no door,"Fantasy, Magic",TV,Unknown,6.36,1293
9424,Seupideuwang Beongae,"Action, Game, School, Shounen, Sports   ",TV,26,6.36,226
22231,Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe," Fantasy, Magic, Romance ",OVA,1,6.36,289
13843,WILD ADAPTER,"Action, Drama, Mystery, Shoujo",OVA,,6.36,5196
15313,Wooser no Sono Higurashi,"Comedy, Fantasy, Slice of Life",TV,12,6.36,8081
2840,Youkoso Lodoss-tou e!,,Movie,1,6.36,1156
8812,Alice SOS, Adventure ,TV,28,6.35,734 members
24531,ane log: moyako neesan no tomaranai monologue,"Comedy, Ecchi, School, Shounen   ",OVA,3 eps,6.35,9588
20365,ANOTHER: MISAKI MEI - SHIZUKA NI,Music,Music,1,6.36/10,10775
10194,Badaui Jeonseol Jangbogo,"Action, Adventure, Comedy, Mystery",TV,26,6.35,371
25839,Bonjour♪Koiaji Pâtisserie," Comedy, Harem, Romance, Shoujo, Slice of Life ",ONA,24,6.35,22127
6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,1,6.35,1216
6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,6.35,2793
8491,DIGIMON SAVERS 3D: DIGITAL WORLD KIKI IPPATSU!,"Action, Adventure, Fantasy, Kids, Supernatural   ",Movie,1,6.35,3720
21997,duel masters victory v," Action, Adventure, Comedy, Shounen ",TV,51,6.35,363 members
9880,Esper Mami: Hoshizora no Dancing Doll,"Fantasy, Shounen",Movie,,6.35,236
8584,Future War 198X-nen,"Drama, Military",Movie,1 eps,6.35,444
3215,Fuyu no Hi,Historical,Movie,1,6.35,2380
2423,GREY: DIGITAL TARGET," Action, Fantasy, Sci-Fi ",Movie,1,6.35/10,1052
1977,Hijikata Toshizou: Shiro no Kiseki,"Action, Drama, Historical, Samurai   ",OVA,1,6.35,1965
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,,ONA,1,6.35,1217
848,jinki:extend ova,"Mecha, Sci-Fi",OVA,1,6.35,1985
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku," Fantasy, Magic ",TV,13,6.35,"5,623 members"
3214,KOSUKE-SAMA RIKIMARU-SAMA: KONPEITOU NO RYUU,"Action, Adventure, Super Power",OVA,1,6.35,437
14247,Lunn wa Kaze no Naka,"Drama, Romance",OVA,1,6.35,403
2059,Mainichi ga Nichiyoubi,"Comedy, Romance   ",OVA,6 eps,6.35,735
15565,Maken-Ki! Two," Action, Ecchi, Harem, Martial Arts, School, Super Power ",TV,10,6.35,49842
31923,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",Movie,,6.35,833
9523,minori scramble!,Comedy,OVA,1,6.35/10,2208
5585,New Dream Hunter Rem: Yume no Kishitachi,"Ecchi, Magic",OVA,1,6.35,586
4024,Sanrio Anime Sekai Meisaku Gekijou," Adventure, Fantasy, Kids ",TV,13,6.35,611 members
2406,Sazae-san,"Comedy, Slice of Life   ",TV,Unknown,6.35,1632
19573,Short Peace Opening,"Fantasy, Sci-Fi, Supernatural",Special,1,6.35,2790
10349,SUZY&#039;S ZOO: DAISUKI! WITZY,Kids,TV,25,6.35,369
30585,Taifuu no Noruda," Drama, School, Sci-Fi, Supernatural ",Movie,1 eps,6.35,14281
4451,tanin no kankei,,OVA,2,6.35,868
17959,Tetsuwan Atom: Atom Tanjou no Himitsu,"Drama, Mecha, Sci-Fi",Movie,1,6.35,342
5475,Time Bokan 2000: Kaitou Kiramekiman,"Action, Adventure, Comedy, Mecha, Sci-Fi   ",TV,26,6.35,305
12867,TSUKI NO SANGO, Drama ,Movie,1,6.35/10,"1,661 members"
2566,Uchuujin Tanaka Tarou,"Comedy, School, Shounen",TV,,6.35,386
6822,Ukkari Pénélope (2009),"Comedy, Slice of Life",TV,26,6.35,317
3290,Vampiyan Kids,"Comedy, Fantasy, Kids",TV,23,6.35,435
8240,wanpaku oomukashi kum kum," Adventure, Comedy, Historical, Kids ",TV,26,6.35,229
547,WIND: A BREATH OF HEART OVA,"Drama, Romance, School, Supernatural   ",OVA,3 eps,6.35,2043
1630,Yousei Hime Ren,"Adventure, Comedy, Fantasy",OVA,2,6.35,2253
9595,Amanatsu,Sci-Fi,Movie,1,6.34,1305
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue," Comedy, Ecchi, Romance, Shounen, Slice of Life ",OVA,6,6.34,"2,866 members"
10901,Aoi Hitomi no Onnanoko no Ohanashi,"Drama, Historical",Special,1,6.34,373
2309,"AZUSA, OTETSUDAI SHIMASU!","Comedy, Sci-Fi, Slice of Life, Sports",OVA,1,6.34/10,1973
2023,bakuen campus guardress,"Action, Comedy, School, Shounen, Supernatural   ",OVA,4,6.34,1491
6920,Blade,,TV,12,6.34,14100
693,Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",TV,,6.34,5899
6645,Chuu Bra!!,"Comedy, Ecchi, School",TV,12 eps,6.34,32470
17205,COWBOY BEBOP: EIN NO NATSUYASUMI,Adventure,Special,1,6.34,9456
8550,Dr. Slump Movie 10: Arale no Bikkuriman," Comedy, Sci-Fi, Shounen ",Movie,1,6.34,513 members
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen   ",ONA,10,6.34,16438
6557,fortune quest: yo ni mo shiawase na boukensha-tachi,"Adventure, Comedy, Fantasy, Magic",OVA,4,6.34,464
8178,Fujoshi no Hinkaku,Slice of Life,OVA,1,6.34,633
5862,FUMOON, Sci-Fi ,Special,1,6.34/10,354
20929,Galo Sengen,Music,Music,1,6.34,586
33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,"Drama, Shounen, Sports",Special,1,6.34,145
8150,Gegege no Kitarou: Chisougan,"Adventure, Comedy, Fantasy, Horror, Supernatural   ",Movie,1 eps,6.34,188
7596,Haiyoru! Nyaruani," Comedy, Parody, Sci-Fi ",OVA,9,6.34,"18,386 members"
1850,haou daikei ryuu knight: adeu legend ii,"Action, Adventure, Fantasy, Mecha",OVA,,6.34,430
30155,Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy",Special,1,6.34,384
12579,Itsuka Tenma no Kuro Usagi Picture Drama,,Special,6,6.34,3463
31762,King of Prism by Pretty Rhythm," Music, Shoujo, Sports ",Movie,1,6.34,2897
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,"Adventure, Comedy, Drama   ",Movie,1,6.34,233
6994,KONEKO NO STUDIO,Comedy,Movie,1,6.34/10,373
3448,Mad★Bull 34,"Action, Police",OVA,4,6.34,3216
10465,manyuu hikenchou," Action, Comedy, Ecchi, Samurai, Seinen ",TV,12 eps,6.34,"32,171 members"
1162,Maze☆Bakunetsu Jikuu,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,2,6.34,1835
1071,Memories Off #5 Togireta Film The Animation,"Drama, Romance",OVA,1,6.34,2068
21479,METAL FIGHT BEYBLADE ZERO G SPECIALS,"Adventure, Sports   ",Special,7,6.34,915
24713,Miss Monochrome: The Animation - Soccer-hen," Comedy, Slice of Life, Sports ",ONA,1,6.34,5455
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","Comedy, Seinen, Slice of Life",Movie,,6.34,175
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12,6.34,51637
11595,perman (1983),"Comedy, Kids, School, Super Power",TV,526,6.34,447
22215,PRETTY RHYTHM: ALL STAR SELECTION," Music, Shoujo, Sports ",TV,11,6.34/10,"1,145 members"
30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody   ",ONA,1 eps,6.34,1271
4213,Saishuu Shiken Kujira Progressive,,OVA,1,6.34,1710
7759,Saki Picture Drama,"Comedy, Slice of Life",Special,7,6.34,2767
2770,SF Shinseiki Lensman," Action, Adventure, Sci-Fi, Space ",Movie,1,6.34,1405
4948,SHOUNEN SARUTOBI SASUKE,"Adventure, Fantasy",Movie,1,6.34,564
5369,street fighter: aratanaru kizuna,"Action, Adventure, Shounen",OVA,1,6.34,5106
1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi   ",OVA,2,6.34,1712
25169,Tamayura: More Aggressive Picture Drama," Comedy, Drama ",Special,1,6.34,809 members
31668,Teekyuu 5 Specials,"Comedy, School, Shounen, Sports",Special,,6.35,1308
30178,TIGER &AMP; BUNNY RECAPS,"Action, Comedy, Mystery, Super Power",OVA,2 eps,6.34/10,516
33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12,6.34,30310
2516,Uchuu no Senshi," Mecha, Military, Sci-Fi, Shounen, Space ",OVA,6,6.34,2596
12411,un-go: inga nikki,Parody   ,ONA,10,6.34,4951
1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2,6.34,679
16233,YOWAI MUSHI,"Drama, Music",Special,1,6.34,1154
16574,Yu☆Gi☆Oh! Zexal Special," Action, Fantasy, Game, Shounen ",Special,1,6.34,"1,965 members"
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,,Special,1,6.33,8891
33326,Aftermath,"Drama, Military, Music",Music,1,6.33,258
6688,Batain Lai!! Minami no Shima no Mizu Monogatari,"Historical, Slice of Life   ",Movie,1 eps,6.33,334
3120,bobby ni kubittake," Drama, Romance, Slice of Life ",Movie,1,6.33/10,1470
1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",Movie,,6.33,5224
3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",OVA,1,6.33,1568
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Ecchi, School, Seinen, Shoujo Ai",TV,12,6.33,17103
16646,Hanamaru Youchien: Panda Neko Taisou," Comedy, Kids, Music ",Special,8,6.34,"1,430 members"
7405,JANKENMAN,"Adventure, Super Power   ",TV,51,6.33,255
2738,Kasumin 3rd Season,"Fantasy, Kids",TV,26,6.33,287
511,kidou shinsengumi moeyo ken tv,"Adventure, Comedy, Fantasy, Historical",TV,13,6.33,3424
23367,Kitakubu Katsudou Kiroku: Miniature Theater," Comedy, School ",Special,6 eps,6.33,1154
7376,Kurumiwari Ningyou,"Drama, Fantasy, Romance",Movie,1,6.33,225
12433,KYOKUGEN DASSHUTSU ADV: ZENNIN SHIBOU DESU PROLOGUE,Mystery,ONA,1,6.33/10,2609
30652,Long Riders!,"Comedy, Shounen, Slice of Life, Sports   ",TV,12,6.33,11562
15177,Macross FB7: Ore no Uta wo Kike!,,Movie,1,6.33,"2,398 members"
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi",Special,,6.33,1555
16397,photokano,"Ecchi, Romance, School",TV,13,6.33,53319
31113,PUCHITTO FURIKAERINTIA,"Action, Adventure, Mecha, Sci-Fi",Special,1,6.33,1003
818,Sakura Tsuushin," Comedy, Drama, Romance, Slice of Life ",OVA,12,6.33,7342
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi   ",OVA,3 eps,6.33,1735
21507,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12,6.33,92269
4599,Tanoshii Willow Town,"Fantasy, Kids",TV,26,6.33,295
3115,TOKI NO TABIBITO: TIME STRANGER," Action, Adventure, Romance, Sci-Fi ",Movie,1,6.33/10,941 members
5308,ushio to tora: comically deformed theater,"Action, Comedy",OVA,1,6.33,1501
6425,Weiß Survive,"Comedy, Ecchi, Game",TV,16,6.33,13591
6987,Aki-Sora,"Ecchi, Romance, Seinen   ",OVA,1,6.32,54567
2537,Angelique: Twin Collection," Fantasy, Sci-Fi, Shoujo ",OVA,8,6.32,906
7334,BAKUGAN BATTLE BRAWLERS: GUNDALIAN INVADERS,"Action, Adventure, Fantasy, Game, Shounen",TV,,6.32,11110
17295,Cosmic Break,"Drama, Game, Mecha",ONA,4 eps,6.32,280
6496,Cutey Honey Flash: The Movie,,Movie,1,6.32,1577
9972,document taiyou no kiba dagram," Drama, Mecha, Military, Sci-Fi, Shounen ",Movie,1,6.32,336 members
23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power   ",TV,12,6.32,80121
7252,ENCHANTED JOURNEY,"Adventure, Drama, Fantasy, Kids",Movie,1,6.32/10,223
2196,Genmu Senki Leda,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",OVA,1,6.32,1925
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei)," Comedy, Sci-Fi ",TV,11,6.32,17934
17897,Hana wa Saku,Music,Special,1,6.32,762
7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,6.32,1923
7169,ibara-hime matawa nemuri-hime,"Drama, Historical   ",Movie,1 eps,6.32,586
9172,Kaitei Sanman Mile," Adventure, Fantasy ",Movie,1,6.32,189 members
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,,6.32,4503
3723,Koala Boy Kokki,Comedy,TV,26,6.32,360
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,30,6.32,1710
29301,KURAGE NO SHOKUDOU," Drama, Slice of Life ",OVA,1,6.32/10,8112
33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic   ",TV,12,6.32,5676
18449,mobile suit gundam battlefield record: avant-title,,ONA,1,6.32,1169
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244
4719,Queen&#039;s Blade: Rurou no Senshi," Action, Adventure, Ecchi, Fantasy ",TV,12 eps,6.32,"51,170 members"
3877,SASURAI NO SHOUJO NELL,"Adventure, Historical, Shoujo",TV,26,6.32,356
445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,6.32,11582
17969,Tanken Driland: 1000-nen no Mahou,"Adventure, Fantasy   ",TV,51,6.32,680
4033,The iDOLM@STER Live For You!," Comedy, Drama, Music ",OVA,1,6.32,6601
176,triangle heart: sweet songs forever,"Adventure, Romance",OVA,,6.32,4543
30865,UMI NI OCHITA TSUKI NO HANASHI,Kids,Movie,1,6.32/10,293
7818,Yousei Ou,"Fantasy, Shoujo",OVA,1,6.32,374
16576,Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special," Action, Fantasy, Game, Shounen ",Special,1,6.32,"1,832 members"
19029,Yuyushiki: Nyanyashiki,Comedy   ,Special,6 eps,6.32,6805
12131,30-sai no Hoken Taiiku Specials,"Ecchi, Parody, Romance, Seinen",Special,3,6.31,3073
24699,AI TENCHI MUYOU!,"Comedy, Sci-Fi, Shounen",TV,50,6.31,15313
6077,akubi girl," Comedy, Fantasy ",TV,26,6.31,328
231,Asagiri no Miko,,TV,26,6.31,4721
9164,Attack No.1: Namida no Fushichou,"Drama, Shoujo, Sports",Movie,1,6.31,248
25965,Backkom 2,"Comedy, Kids   ",TV,52,6.31,162
31049,BEYBLADE BURST," Action, Adventure, Sci-Fi, Shounen, Sports ",TV,Unknown,6.31/10,"3,221 members"
4095,Chuumon no Ooi Ryouriten (1991),"Fantasy, Horror, Supernatural",Movie,,6.31,2304
2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40 eps,6.31,2744
6215,dr.,"Action, Adventure, Magic, Music, Sci-Fi, Super Power",Music,1,6.31,1616
12485,Gregory Horror Show: The Bloody Karte," Comedy, Demons, Horror, Mystery, Supernatural, Vampire ",Special,12,6.31,399
1552,HIATARI RYOUKOU! YUME NO NAKA NI KIMI GA ITA,"Comedy, Drama, Romance   ",Movie,1,6.31,399
6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1,6.31,1140
32065,Kimi no Sumu Machi,Comedy,Special,1,6.31,398
31091,Komori-san wa Kotowarenai!," Comedy, School, Slice of Life ",TV,12,6.31,"24,377 members"
23989,Maken-Ki! Two Specials,Ecchi,Special,5,6.32,7858
6695,mangchi,"Adventure, Comedy, Fantasy",Movie,1,6.31/10,461
1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural   ",TV,13 eps,6.31,3907
3898,Mazinger Z tai Devilman,,Movie,1,6.31,1481
7740,Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,"Action, Adventure, Ecchi, Fantasy",Special,,6.31,7496
2244,Rakugo Tennyo Oyui,"Comedy, Historical",TV,12,6.31,1086
2068,SOUSEI KISHI GAIARTH,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104
7705,Starry☆Sky," Harem, School, Shoujo ",ONA,26,6.31,"37,155 members"
3989,suna no bara: yuki no mokushiroku,Action   ,OVA,1,6.31,633
309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,6.3,3271
7610,Anju to Zushioumaru,"Fantasy, Historical",Movie,1,6.3,637
6095,AZUKI-CHAN THE MOVIE," Comedy, Romance, Shoujo, Slice of Life ",Movie,1 eps,6.3/10,390
1542,Brain Powerd,"Action, Adventure, Mecha, Sci-Fi",TV,26,6.3,5058
1828,Catblue: Dynamite,"Action, Fantasy",ONA,1,6.3,1311
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi   ",OVA,1,6.3,1048
3808,futari daka," Cars, Shounen, Sports ",TV,36,6.3,234 members
8152,GEGEGE NO KITAROU (1985 MOVIE),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,,6.3,232
13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,6.3,1746
21809,Kenzen Robo Daimidaler,,TV,12,6.3,33059
3155,Kingyo Chuuihou! (Movie)," Action, Comedy, Kids, Shoujo ",Movie,1,6.3,301
11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi   ",Special,1 eps,6.3,605
1899,MASOU KISHIN CYBUSTER,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.3/10,1342
1188,momoiro sisters,"Comedy, Slice of Life",TV,24,6.3,1366
25641,Monotonous Purgatory, Music ,Music,1,6.3,515 members
3936,Personal Computer Travel Tanteidan,"Adventure, Historical, Kids, Sci-Fi",TV,26,6.3,606
6523,Porong Porong Pororo,Kids,TV,52,6.3,197
4566,PRISM ARK SPECIALS,"Action, Comedy, Drama, Fantasy, Magic   ",Special,6,6.3,1636
29035,Robot Girls Z Plus," Comedy, Mecha, Parody ",ONA,6,6.3,3863
839,Samurai Spirits 2: Asura Zanmaden,"Action, Fantasy, Martial Arts, Samurai, Super Power",OVA,,6.3,1317
30390,sengoku musou: sengoku musou high school,"Comedy, Samurai, School",Special,8 eps,6.3,735
11561,Sougen no Ko Tenguri,"Adventure, Drama, Historical, Kids",Movie,1,6.3,406
6899,STITCH!: ITAZURA ALIEN NO DAIBOUKEN," Adventure, Comedy, Kids, Sci-Fi ",TV,29,6.3/10,875 members
6900,Tamagotchi!,"Comedy, Kids   ",TV,143,6.3,536
2102,Tattoon Master,,OVA,2,6.3,1370
773,Tenamonya Voyagers,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi",OVA,4,6.3,1755
13967,Thermae Romae x Asahi Shimbun Digital Collaboration," Comedy, Historical, Seinen ",Special,1,6.3,480
7691,tokimeki memorial 4 ova,Harem,OVA,1,6.3,1260
4584,Topo Gigio,"Adventure, Comedy, Kids",TV,21,6.3,981
346,W: Wish,"Drama, Harem, Romance, School, Slice of Life   ",TV,13 eps,6.3,10523
7463,Weiß Survive R," Comedy, Ecchi, Game ",TV,12,6.3,"7,275 members"
11537,Yamatarou Kaeru,Kids,OVA,,6.3,332
10330,BAKUGAN BATTLE BRAWLERS: MECHTANIUM SURGE,"Action, Adventure, Fantasy, Game, Shounen",TV,46,6.29/10,8662
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,"Adventure, Kids",Special,1,6.29,249
8132,chou deneiban sd gundam sangokuden brave battle warriors," Action, Historical, Mecha ",Movie,1,6.29,1208
15979,Eureka Seven AO: Aratanari Fukaki Ao,"Comedy, Slice of Life   ",ONA,10,6.29,3331
1157,Final Fantasy: Unlimited,"Action, Adventure, Fantasy, Sci-Fi, Shounen",TV,25,6.29,25652
3151,GENEI TOUSHI BASTOF LEMON,"Adventure, Mecha, Sci-Fi",TV,26,6.29,666
141,Jinki:Extend," Mecha, Sci-Fi ",TV,12 eps,6.29,"7,496 members"
8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,,Special,1,6.29,321
1561,Lovedol: Lovely Idol,"Harem, Music",TV,12,6.29,5825
24417,maido! urayasu tekkin kazoku,"Comedy, Shounen   ",TV,25,6.29,407
1984,MEMORY, Mystery ,Movie,1,6.29/10,1709
7247,Naked Wolves,"Action, Comedy, Kids, Sports",TV,,6.29,317
9782,Norageki!,"Mystery, Sci-Fi, Space",OVA,1,6.29,6727
11873,Oraa Guzura Dado (1987),"Comedy, Kids",TV,44,6.29,178
1938,Shin Kaitei Gunkan," Action, Adventure, Fantasy, Historical, Military, Sci-Fi ",OVA,2,6.29,877 members
32039,SHOW BY ROCK!! SHORT!!,"Comedy, Music   ",TV,12 eps,6.29,5672
10263,sonic x pilot,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",Special,2,6.29,1795
1862,Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,1,6.29,18236
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel, Drama ,Special,1,6.29,2707
17879,Tamako Market Specials,Comedy,Special,6,6.29,12141
24527,YOMIGAERU SORA PILOT,"Action, Military, Seinen",Special,1,6.29/10,298
7939,Animation!,"Adventure, Comedy, Dementia, Fantasy, Music, Mystery   ",OVA,13,6.28,407
13143,Baku Tech! Bakugan,,TV,51,6.28,"1,752 members"
4419,catman,"Comedy, Fantasy, Slice of Life",ONA,,6.28,1555
3962,Chocolate Underground,"Comedy, Kids",ONA,13 eps,6.28,9351
32932,CHOUJUU GIGA,Romance,ONA,Unknown,6.28,466
5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou," Mecha, Sci-Fi, Space ",OVA,4,6.28,419
841,Colorful,"Comedy, Ecchi, Slice of Life   ",TV,16,6.28,13960
10177,DD Hokuto no Ken,"Parody, Seinen",TV,12,6.28,2348
904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,6.28,49949
25495,fake!fake!, Music ,Music,1,6.28/10,548 members
3294,Gasshin Sentai Mechander Robo,"Mecha, Military, Mystery, Sci-Fi, Space",TV,35,6.28,287
33808,Girlfriend (Note),"Music, School",ONA,3,6.28,1942
3020,Gu-Gu Ganmo,"Comedy, School   ",TV,50 eps,6.28,259
11005,Holy Knight," Ecchi, Fantasy, School, Seinen, Supernatural, Vampire ",OVA,2,6.28,20589
1427,LUPIN III: IKITEITA MAJUTSUSHI,"Adventure, Comedy, Shounen",OVA,,6.28,2697
5723,Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space",Special,10,6.28,1350
1139,monkey magic,,TV,13,6.28,356
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special," Action, Mecha, Military, Sci-Fi ",Special,1,6.28,"5,477 members"
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Seinen, Thriller   ",TV,13,6.28,18031
2083,NATSUKI CRISIS,"Action, Martial Arts, School",OVA,2,6.28/10,1186
